Lender_Type,Customer_ID,Loan_ID,Loan_Type,Loan_Purpose,Loan_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Repayment_Status,NPA_Status,Pending_Amount,Non_Repayment_EMIs,Default_Date,Recovery_Status,Collateral,Guarantor,Prepayment_Option,EMI_Amount,Name,Age,Gender,Account_Type,Credit_Score,Customer_Segment,Branch_Location
NBFC,C782,L60,Car Loan,Vehicle Purchase,1487470,9.8,120,2023-10-04,2033-08-12,Closed,No,0,0,,Closed,Car,Mother,Yes,12396.0,Arjun Rao,43,F,Savings,743,Corporate,Bangalore
NBFC,C1997,L1452,Education Loan,Overseas Study,4272296,7.2,36,2022-03-13,2025-02-25,Closed,No,0,0,,Closed,None,Mother,No,118675.0,Vikram Singh,34,M,Current,671,Corporate,Chennai
NBFC,C687,L774,Car Loan,Vehicle Purchase,4241700,10.3,96,2020-12-20,2028-11-08,Ongoing,No,4241700,3,,Active,Car,None,No,44184.0,Vikram Kapoor,56,M,Current,663,Corporate,Ahmedabad
NBFC,C2000,L1444,Education Loan,Overseas Study,429375,7.5,36,2022-11-20,2025-11-04,Ongoing,No,429375,0,,Active,None,Husband,Yes,11927.0,Suresh Patel,58,F,Current,653,Retail,Hyderabad
NBFC,C1988,L1757,Car Loan,Vehicle Purchase,2990404,8.0,240,2025-09-20,2045-06-07,Ongoing,No,2990404,2,,Active,Car,Father,No,12460.0,Amit Sharma,58,M,Current,733,Corporate,Bangalore
NBFC,C837,L22,Education Loan,Overseas Study,3488473,9.3,96,2021-12-24,2029-11-12,Ongoing,No,3488473,3,,Active,None,None,No,36338.0,Meera Desai,52,F,Current,677,Corporate,Patna
NBFC,C1050,L1057,Education Loan,Higher Education,3316553,12.4,60,2022-04-09,2027-03-14,Ongoing,No,3316553,3,,Active,None,Brother,Yes,55276.0,Sunita Joshi,35,M,Current,630,Corporate,Jaipur
NBFC,C513,L662,Car Loan,Vehicle Purchase,742334,13.7,48,2020-06-29,2024-06-08,Ongoing,No,742334,4,,Active,Car,Husband,No,15465.0,Vikram Desai,58,F,Current,657,SME,Jaipur
NBFC,C1264,L401,Education Loan,Overseas Study,2455533,8.7,240,2020-04-17,2040-01-03,Ongoing,No,2455533,4,,Active,None,Mother,Yes,10231.0,Rahul Mehta,45,M,Current,714,SME,Patna
NBFC,C1654,L998,Car Loan,Vehicle Purchase,593008,11.3,96,2021-01-19,2028-12-08,Closed,No,0,0,,Closed,Car,Mother,No,6177.0,Shreya Patel,44,F,Current,657,Corporate,Chennai
NBFC,C505,L1258,Personal Loan,Wedding Expenses,3020813,12.0,48,2019-02-10,2023-01-20,Ongoing,No,3020813,5,,Active,None,Husband,Yes,62934.0,Kunal Iyer,43,F,Current,713,Corporate,Patna
NBFC,C1100,L1151,Home Loan,Renovation,3437250,9.4,24,2021-10-26,2023-10-16,Ongoing,No,3437250,0,,Active,House,Father,No,143219.0,Rohit Kumar,26,M,Current,779,SME,Bangalore
NBFC,C206,L1606,Home Loan,Residential Property,2380064,14.8,120,2019-08-22,2029-06-30,Ongoing,No,2380064,2,,Active,House,Father,Yes,19834.0,Amit Verma,32,F,Current,690,Corporate,Chennai
NBFC,C191,L1468,Car Loan,Vehicle Purchase,4252948,7.4,60,2022-06-10,2027-05-15,Closed,No,0,0,,Closed,Car,Brother,No,70882.0,Arjun Rathi,55,M,Current,725,Corporate,Bangalore
NBFC,C420,L1966,Education Loan,Overseas Study,903865,7.8,240,2024-06-20,2044-03-07,Ongoing,No,903865,1,,Active,None,Mother,No,3766.0,Kunal Kapoor,26,F,Savings,763,SME,Bangalore
NBFC,C1446,L1792,Education Loan,Overseas Study,1041679,12.7,24,2022-12-04,2024-11-23,Closed,No,0,0,,Closed,None,Father,Yes,43403.0,Amit Singh,33,M,Current,688,SME,Mumbai
NBFC,C125,L706,Education Loan,Higher Education,1999647,8.3,48,2021-08-17,2025-07-27,Ongoing,No,1999647,1,,Active,None,Wife,Yes,41659.0,Deepak Singh,41,F,Savings,781,Corporate,Kolkata
NBFC,C676,L362,Education Loan,Overseas Study,4089955,12.8,60,2022-11-24,2027-10-29,Closed,No,0,0,,Closed,None,None,No,68166.0,Rahul Desai,54,M,Savings,779,SME,Mumbai
NBFC,C1374,L157,Business Loan,Startup Funding,2945982,10.9,120,2020-12-21,2030-10-30,Closed,No,0,0,,Closed,Factory,Brother,Yes,24550.0,Meera Kapoor,29,F,Savings,759,SME,Lucknow
NBFC,C943,L569,Education Loan,Overseas Study,407670,7.7,60,2025-04-19,2030-03-24,Ongoing,No,407670,4,,Active,None,Wife,Yes,6794.0,Shreya Mehta,49,M,Current,673,Corporate,Hyderabad
NBFC,C543,L624,Personal Loan,Wedding Expenses,4693840,9.6,36,2024-12-15,2027-11-30,Closed,No,0,0,,Closed,None,Father,No,130384.0,Vikram Kumar,29,F,Savings,783,Retail,Chennai
NBFC,C936,L1697,Education Loan,Overseas Study,3129490,12.1,96,2023-07-18,2031-06-06,Ongoing,No,3129490,3,,Active,None,Husband,Yes,32599.0,Arjun Mehta,21,F,Current,666,Retail,Lucknow
NBFC,C1407,L850,Business Loan,Startup Funding,1388094,11.0,24,2021-04-27,2023-04-17,Ongoing,No,1388094,4,,Active,Factory,None,Yes,57837.0,Deepak Sharma,22,M,Savings,662,SME,Kolkata
NBFC,C565,L1236,Car Loan,Vehicle Purchase,2755818,12.7,240,2021-12-02,2041-08-19,Defaulted,Yes,2755818,1,2025-02-13,Recovery,Car,Father,Yes,11483.0,Meera Rao,43,F,Savings,717,SME,Delhi
NBFC,C216,L1969,Education Loan,Overseas Study,363068,14.1,96,2021-09-16,2029-08-05,Ongoing,No,363068,5,,Active,None,None,No,3782.0,Amit Patel,21,M,Savings,667,SME,Jaipur
NBFC,C1665,L1508,Car Loan,Vehicle Purchase,743151,9.6,96,2019-06-10,2027-04-29,Ongoing,No,743151,0,,Active,Car,Wife,Yes,7741.0,Shreya Bansal,28,F,Savings,761,Corporate,Pune
NBFC,C1707,L232,Home Loan,Renovation,2925235,14.7,96,2022-05-27,2030-04-15,Ongoing,No,2925235,5,,Active,House,Brother,Yes,30471.0,Vikram Rao,41,F,Current,786,Corporate,Chennai
NBFC,C290,L695,Car Loan,Vehicle Purchase,926614,13.4,120,2019-01-05,2028-11-13,Closed,No,0,0,,Closed,Car,Father,Yes,7722.0,Neha Patel,57,F,Current,738,SME,Ahmedabad
NBFC,C457,L1697,Business Loan,Business Expansion,2603356,10.0,96,2025-05-01,2033-03-20,Ongoing,No,2603356,0,,Active,Factory,Wife,No,27118.0,Amit Sharma,42,M,Current,728,SME,Hyderabad
NBFC,C1100,L205,Business Loan,Business Expansion,4604639,10.1,36,2021-10-29,2024-10-13,Defaulted,Yes,4604639,1,2024-11-18,Recovery,Factory,None,No,127907.0,Shalini Malhotra,49,F,Savings,667,SME,Lucknow
NBFC,C1200,L277,Education Loan,Higher Education,4374844,12.2,120,2021-07-05,2031-05-14,Ongoing,No,4374844,6,,Active,None,Husband,No,36457.0,Megha Verma,24,M,Savings,740,SME,Pune
NBFC,C1513,L69,Personal Loan,Debt Consolidation,2817047,7.3,48,2025-01-11,2028-12-21,Ongoing,No,2817047,5,,Active,None,Brother,No,58688.0,Anita Malhotra,32,F,Current,662,Retail,Pune
NBFC,C329,L520,Home Loan,Residential Property,788520,11.3,60,2021-09-16,2026-08-21,Ongoing,No,788520,1,,Active,House,Husband,Yes,13142.0,Arjun Mehta,52,F,Savings,678,Corporate,Patna
NBFC,C1229,L1158,Business Loan,Startup Funding,2631172,13.7,48,2019-07-05,2023-06-14,Ongoing,No,2631172,3,,Active,Factory,Mother,No,54816.0,Shalini Joshi,24,M,Current,785,SME,Pune
NBFC,C1411,L747,Home Loan,Residential Property,735999,7.6,180,2023-06-12,2038-03-25,Ongoing,No,735999,4,,Active,House,Brother,Yes,4089.0,Suresh Rathi,23,M,Savings,702,Corporate,Hyderabad
NBFC,C647,L1055,Education Loan,Higher Education,3561189,11.5,96,2025-09-29,2033-08-18,Ongoing,No,3561189,6,,Active,None,Father,Yes,37096.0,Neha Rao,36,F,Current,722,Corporate,Delhi
NBFC,C1539,L1424,Business Loan,Working Capital,1678613,14.7,48,2025-07-05,2029-06-14,Closed,No,0,0,,Closed,Factory,Father,No,34971.0,Megha Malhotra,60,F,Current,628,Corporate,Delhi
NBFC,C485,L1891,Personal Loan,Medical Expenses,1331152,14.4,240,2021-08-10,2041-04-27,Ongoing,No,1331152,0,,Active,None,None,Yes,5546.0,Meera Singh,27,F,Current,617,Retail,Bangalore
NBFC,C600,L1495,Home Loan,Residential Property,3517872,12.1,24,2022-05-05,2024-04-24,Closed,No,0,0,,Closed,House,Husband,No,146578.0,Shalini Gupta,57,F,Savings,616,Corporate,Patna
NBFC,C425,L1616,Home Loan,Renovation,4806297,8.1,240,2024-07-16,2044-04-02,Ongoing,No,4806297,1,,Active,House,None,No,20026.0,Rahul Nair,58,F,Savings,700,Retail,Hyderabad
NBFC,C1053,L936,Car Loan,Vehicle Purchase,651802,13.6,96,2022-03-28,2030-02-14,Ongoing,No,651802,2,,Active,Car,Brother,No,6790.0,Kunal Kumar,42,M,Savings,631,Retail,Lucknow
NBFC,C69,L1225,Personal Loan,Debt Consolidation,4710163,14.5,180,2023-03-28,2038-01-08,Ongoing,No,4710163,2,,Active,None,Mother,Yes,26168.0,Anjali Nair,31,M,Savings,796,Corporate,Hyderabad
NBFC,C1241,L581,Home Loan,Renovation,1053169,13.7,96,2025-02-03,2032-12-23,Closed,No,0,0,,Closed,House,Mother,No,10971.0,Rajesh Joshi,49,F,Current,614,Corporate,Mumbai
NBFC,C1689,L1892,Car Loan,Vehicle Purchase,2515645,14.7,240,2019-06-06,2039-02-21,Ongoing,No,2515645,6,,Active,Car,Husband,Yes,10482.0,Shreya Joshi,36,M,Savings,603,Retail,Patna
NBFC,C1708,L1103,Personal Loan,Wedding Expenses,2286827,13.5,48,2024-09-11,2028-08-21,Ongoing,No,2286827,5,,Active,None,Wife,No,47642.0,Rajesh Sharma,25,F,Current,688,Retail,Ahmedabad
NBFC,C1754,L1703,Car Loan,Vehicle Purchase,2121379,7.9,96,2023-01-24,2030-12-13,Ongoing,No,2121379,4,,Active,Car,Brother,Yes,22098.0,Neha Patel,47,F,Current,789,Retail,Lucknow
NBFC,C175,L37,Car Loan,Vehicle Purchase,308912,11.8,24,2024-01-09,2025-12-29,Defaulted,No,308912,4,2024-06-06,Recovery,Car,None,No,12871.0,Suresh Kapoor,40,M,Savings,646,Corporate,Hyderabad
NBFC,C1564,L1368,Personal Loan,Medical Expenses,2531094,8.8,36,2024-05-17,2027-05-02,Ongoing,No,2531094,4,,Active,None,Mother,No,70308.0,Shalini Rathi,46,M,Current,670,Retail,Lucknow
NBFC,C1586,L502,Car Loan,Vehicle Purchase,3761987,8.9,120,2022-09-20,2032-07-29,Ongoing,No,3761987,1,,Active,Car,Wife,No,31350.0,Deepak Rao,41,M,Savings,778,SME,Chennai
NBFC,C1038,L1937,Education Loan,Overseas Study,2029301,13.5,180,2025-01-01,2039-10-15,Ongoing,No,2029301,1,,Active,None,None,Yes,11274.0,Anjali Malhotra,33,F,Savings,628,SME,Pune
NBFC,C132,L1012,Education Loan,Higher Education,923500,8.3,240,2024-10-03,2044-06-20,Ongoing,No,923500,5,,Active,None,Mother,Yes,3848.0,Megha Singh,44,F,Current,680,Corporate,Lucknow
NBFC,C395,L1883,Car Loan,Vehicle Purchase,4363308,13.5,96,2023-11-02,2031-09-21,Ongoing,No,4363308,0,,Active,Car,Father,Yes,45451.0,Amit Nair,58,M,Current,713,Retail,Gurugram
NBFC,C1836,L1481,Business Loan,Business Expansion,1541717,14.2,240,2020-09-12,2040-05-30,Ongoing,No,1541717,5,,Active,Factory,Husband,No,6424.0,Rohit Joshi,31,F,Current,691,Corporate,Ahmedabad
NBFC,C73,L81,Car Loan,Vehicle Purchase,3532106,8.6,60,2022-06-05,2027-05-10,Closed,No,0,0,,Closed,Car,Husband,No,58868.0,Rahul Gupta,21,M,Savings,649,SME,Ahmedabad
NBFC,C1008,L1857,Car Loan,Vehicle Purchase,3834634,10.1,120,2020-02-29,2030-01-07,Ongoing,No,3834634,4,,Active,Car,Brother,Yes,31955.0,Megha Malhotra,49,F,Current,628,SME,Lucknow
NBFC,C1407,L1463,Business Loan,Business Expansion,4966836,12.5,96,2022-09-09,2030-07-29,Ongoing,No,4966836,2,,Active,Factory,Mother,Yes,51738.0,Anita Gupta,58,F,Current,722,Retail,Mumbai
NBFC,C1570,L796,Education Loan,Higher Education,1157436,10.2,24,2024-09-16,2026-09-06,Defaulted,No,1157436,5,2024-10-21,Recovery,None,Mother,Yes,48226.0,Deepak Sharma,57,M,Savings,789,Corporate,Patna
NBFC,C795,L1222,Business Loan,Business Expansion,521182,14.6,180,2020-09-15,2035-06-29,Closed,No,0,0,,Closed,Factory,Wife,No,2895.0,Rajesh Gupta,51,F,Current,664,SME,Gurugram
NBFC,C87,L1597,Personal Loan,Wedding Expenses,1712174,11.7,96,2021-03-29,2029-02-15,Defaulted,Yes,1712174,4,2026-07-28,Recovery,None,None,Yes,17835.0,Sunita Rao,43,M,Current,724,SME,Ahmedabad
NBFC,C743,L386,Car Loan,Vehicle Purchase,3898643,8.1,24,2020-02-07,2022-01-27,Defaulted,Yes,3898643,6,2026-07-07,Recovery,Car,None,No,162443.0,Rohit Malhotra,25,F,Current,633,SME,Chennai
NBFC,C213,L759,Personal Loan,Wedding Expenses,1898571,10.4,36,2019-01-21,2022-01-05,Closed,No,0,0,,Closed,None,Mother,Yes,52738.0,Suresh Rathi,40,M,Current,609,Corporate,Patna
NBFC,C1489,L426,Education Loan,Higher Education,4388647,10.2,240,2020-09-21,2040-06-08,Ongoing,No,4388647,2,,Active,None,Mother,Yes,18286.0,Deepak Iyer,37,M,Savings,714,SME,Ahmedabad
NBFC,C1274,L1020,Home Loan,Residential Property,326922,11.0,48,2024-05-26,2028-05-05,Closed,No,0,0,,Closed,House,None,Yes,6811.0,Suresh Mehta,47,M,Current,636,Retail,Ahmedabad
NBFC,C1181,L827,Home Loan,Residential Property,2351337,9.6,120,2020-05-22,2030-03-31,Ongoing,No,2351337,3,,Active,House,Husband,Yes,19594.0,Arjun Joshi,23,M,Savings,713,Retail,Lucknow
NBFC,C956,L885,Car Loan,Vehicle Purchase,4477461,10.7,36,2019-03-27,2022-03-11,Ongoing,No,4477461,1,,Active,Car,Wife,Yes,124374.0,Pooja Rao,23,M,Savings,700,Retail,Jaipur
NBFC,C1940,L888,Education Loan,Higher Education,2877037,9.9,60,2020-06-02,2025-05-07,Ongoing,No,2877037,1,,Active,None,Wife,No,47951.0,Rajesh Patel,33,F,Savings,734,SME,Hyderabad
NBFC,C291,L1794,Personal Loan,Wedding Expenses,4750856,7.7,24,2020-02-26,2022-02-15,Ongoing,No,4750856,4,,Active,None,Wife,Yes,197952.0,Rajesh Iyer,49,F,Savings,695,Retail,Jaipur
NBFC,C1327,L325,Education Loan,Higher Education,1967693,14.4,96,2023-03-30,2031-02-16,Ongoing,No,1967693,6,,Active,None,Wife,No,20497.0,Sneha Gupta,52,M,Current,761,Retail,Kolkata
NBFC,C938,L834,Business Loan,Working Capital,762603,10.6,180,2021-11-23,2036-09-05,Ongoing,No,762603,0,,Active,Factory,Mother,Yes,4237.0,Rahul Singh,53,F,Savings,743,SME,Delhi
NBFC,C62,L1051,Education Loan,Higher Education,250597,8.6,24,2019-04-22,2021-04-11,Ongoing,No,250597,4,,Active,None,Brother,No,10442.0,Rohit Nair,39,M,Savings,607,Corporate,Patna
NBFC,C1886,L679,Car Loan,Vehicle Purchase,1373305,7.9,24,2023-09-08,2025-08-28,Ongoing,No,1373305,5,,Active,Car,None,Yes,57221.0,Megha Joshi,49,F,Current,734,Retail,Bangalore
NBFC,C628,L1526,Home Loan,Residential Property,2528386,12.3,48,2019-08-18,2023-07-28,Ongoing,No,2528386,4,,Active,House,Father,Yes,52675.0,Shalini Nair,42,M,Current,634,SME,Kolkata
NBFC,C1948,L445,Education Loan,Overseas Study,3268850,14.7,120,2023-06-15,2033-04-23,Closed,No,0,0,,Closed,None,Father,Yes,27240.0,Kunal Nair,46,M,Current,641,Corporate,Ahmedabad
NBFC,C768,L967,Home Loan,Residential Property,3487440,12.4,120,2024-05-03,2034-03-12,Ongoing,No,3487440,2,,Active,House,Father,No,29062.0,Kunal Singh,22,F,Current,711,SME,Pune
NBFC,C1271,L1241,Education Loan,Higher Education,265882,14.7,96,2022-10-16,2030-09-04,Ongoing,No,265882,5,,Active,None,Wife,Yes,2770.0,Rohit Sharma,52,M,Savings,650,Corporate,Lucknow
NBFC,C1039,L1377,Home Loan,Renovation,2324130,11.8,240,2025-08-23,2045-05-10,Ongoing,No,2324130,4,,Active,House,Mother,No,9684.0,Amit Rao,57,F,Savings,675,SME,Mumbai
NBFC,C1748,L1382,Personal Loan,Wedding Expenses,2167844,7.6,96,2025-05-22,2033-04-10,Closed,No,0,0,,Closed,None,Husband,No,22582.0,Megha Malhotra,34,M,Savings,784,SME,Delhi
NBFC,C244,L1580,Car Loan,Vehicle Purchase,3304492,11.6,48,2021-05-26,2025-05-05,Ongoing,No,3304492,4,,Active,Car,Wife,Yes,68844.0,Suresh Iyer,24,F,Current,624,Retail,Kolkata
NBFC,C509,L1377,Car Loan,Vehicle Purchase,910207,14.5,36,2022-01-17,2025-01-01,Ongoing,No,910207,2,,Active,Car,Father,No,25284.0,Arjun Malhotra,44,F,Current,701,Retail,Hyderabad
NBFC,C1024,L1889,Car Loan,Vehicle Purchase,3598622,9.0,180,2019-05-20,2034-03-02,Ongoing,No,3598622,6,,Active,Car,Brother,No,19992.0,Rohit Iyer,43,M,Current,741,SME,Bangalore
NBFC,C1786,L363,Education Loan,Overseas Study,3271379,14.5,48,2025-03-10,2029-02-17,Ongoing,No,3271379,5,,Active,None,Wife,No,68154.0,Kunal Rathi,55,M,Savings,762,Retail,Patna
NBFC,C1706,L1152,Business Loan,Business Expansion,872307,10.1,240,2024-03-04,2043-11-20,Ongoing,No,872307,4,,Active,Factory,Father,Yes,3635.0,Megha Rao,22,M,Current,725,Retail,Patna
NBFC,C650,L1521,Personal Loan,Medical Expenses,1170935,9.0,120,2019-08-23,2029-07-01,Closed,No,0,0,,Closed,None,Brother,No,9758.0,Megha Joshi,30,M,Current,717,Corporate,Kolkata
NBFC,C1807,L1257,Business Loan,Working Capital,4246118,7.8,120,2025-05-03,2035-03-12,Ongoing,No,4246118,5,,Active,Factory,Brother,Yes,35384.0,Shalini Kumar,51,F,Savings,715,SME,Patna
NBFC,C226,L490,Business Loan,Working Capital,3193635,13.5,96,2024-12-16,2032-11-04,Defaulted,Yes,3193635,4,2026-04-02,Recovery,Factory,Wife,Yes,33267.0,Kunal Rao,29,M,Current,678,SME,Ahmedabad
NBFC,C414,L339,Personal Loan,Wedding Expenses,1494235,13.2,48,2021-04-25,2025-04-04,Ongoing,No,1494235,6,,Active,None,Wife,No,31130.0,Shalini Mehta,55,F,Savings,650,SME,Ahmedabad
NBFC,C443,L343,Personal Loan,Medical Expenses,1784739,13.7,48,2022-07-24,2026-07-03,Ongoing,No,1784739,0,,Active,None,Husband,No,37182.0,Sneha Patel,53,M,Current,686,Retail,Gurugram
NBFC,C1529,L649,Business Loan,Business Expansion,2248220,9.2,120,2025-02-18,2034-12-28,Ongoing,No,2248220,1,,Active,Factory,None,Yes,18735.0,Meera Joshi,35,F,Current,604,Corporate,Lucknow
NBFC,C713,L93,Home Loan,Residential Property,1123150,13.8,24,2021-03-16,2023-03-06,Ongoing,No,1123150,0,,Active,House,None,Yes,46798.0,Megha Sharma,48,F,Current,797,SME,Jaipur
NBFC,C1234,L166,Business Loan,Business Expansion,4372870,14.5,180,2022-07-30,2037-05-12,Ongoing,No,4372870,5,,Active,Factory,Father,Yes,24294.0,Arjun Joshi,42,M,Savings,797,Corporate,Delhi
NBFC,C836,L1979,Business Loan,Startup Funding,2865055,11.8,24,2025-04-19,2027-04-09,Closed,No,0,0,,Closed,Factory,None,Yes,119377.0,Neha Malhotra,58,F,Current,794,Corporate,Kolkata
NBFC,C1814,L1416,Personal Loan,Debt Consolidation,3380197,8.7,24,2024-04-02,2026-03-23,Defaulted,Yes,3380197,3,2026-01-07,Recovery,None,Brother,No,140842.0,Shalini Kumar,24,M,Savings,794,Corporate,Patna
NBFC,C1047,L1349,Personal Loan,Debt Consolidation,3414858,12.7,36,2025-02-19,2028-02-04,Ongoing,No,3414858,3,,Active,None,None,Yes,94857.0,Deepak Mehta,28,F,Current,777,SME,Bangalore
NBFC,C1487,L155,Home Loan,Residential Property,3507117,12.1,60,2024-05-11,2029-04-15,Ongoing,No,3507117,5,,Active,House,Mother,Yes,58452.0,Sunita Gupta,29,M,Current,715,Corporate,Lucknow
NBFC,C499,L727,Car Loan,Vehicle Purchase,4369939,14.2,96,2025-04-20,2033-03-09,Ongoing,No,4369939,4,,Active,Car,Brother,No,45520.0,Vikram Bansal,34,F,Current,618,SME,Gurugram
NBFC,C1524,L1865,Personal Loan,Debt Consolidation,2776074,13.3,24,2019-07-31,2021-07-20,Defaulted,Yes,2776074,5,2025-02-05,Recovery,None,Mother,Yes,115670.0,Shreya Patel,41,M,Savings,735,SME,Ahmedabad
NBFC,C230,L712,Business Loan,Working Capital,781885,14.2,48,2020-05-15,2024-04-24,Ongoing,No,781885,4,,Active,Factory,Brother,No,16289.0,Anita Gupta,39,F,Current,712,Retail,Ahmedabad
NBFC,C790,L112,Personal Loan,Debt Consolidation,620349,8.3,240,2023-09-03,2043-05-21,Ongoing,No,620349,4,,Active,None,Husband,No,2585.0,Meera Nair,57,F,Current,657,Corporate,Ahmedabad
NBFC,C1672,L690,Personal Loan,Medical Expenses,2237889,10.1,180,2024-03-20,2039-01-01,Ongoing,No,2237889,4,,Active,None,Brother,Yes,12433.0,Anita Nair,43,F,Current,764,Corporate,Hyderabad
NBFC,C1776,L825,Home Loan,Renovation,2411221,11.3,24,2021-03-15,2023-03-05,Closed,No,0,0,,Closed,House,Father,No,100468.0,Amit Rao,48,F,Savings,769,Corporate,Ahmedabad
NBFC,C585,L223,Car Loan,Vehicle Purchase,1198915,12.1,48,2020-12-17,2024-11-26,Ongoing,No,1198915,5,,Active,Car,None,No,24977.0,Rohit Bansal,49,M,Current,786,SME,Kolkata
NBFC,C1176,L506,Education Loan,Higher Education,3080663,10.5,36,2022-06-10,2025-05-25,Ongoing,No,3080663,5,,Active,None,Husband,Yes,85574.0,Sneha Iyer,39,M,Savings,800,Corporate,Pune
NBFC,C1587,L1171,Education Loan,Overseas Study,4494984,10.5,24,2022-03-04,2024-02-22,Ongoing,No,4494984,3,,Active,None,Wife,No,187291.0,Kunal Patel,54,M,Savings,656,SME,Patna
NBFC,C1648,L531,Home Loan,Residential Property,3745316,10.7,24,2019-06-19,2021-06-08,Ongoing,No,3745316,5,,Active,House,Mother,No,156055.0,Deepak Singh,49,M,Savings,673,Retail,Lucknow
NBFC,C1339,L761,Car Loan,Vehicle Purchase,2489093,11.3,36,2022-05-06,2025-04-20,Ongoing,No,2489093,2,,Active,Car,Mother,No,69141.0,Arjun Nair,55,F,Current,642,Retail,Delhi
NBFC,C318,L424,Business Loan,Business Expansion,428755,12.5,60,2021-09-15,2026-08-20,Ongoing,No,428755,6,,Active,Factory,Mother,Yes,7146.0,Vikram Gupta,39,M,Current,747,SME,Pune
NBFC,C499,L254,Business Loan,Startup Funding,3846373,10.7,48,2025-03-12,2029-02-19,Ongoing,No,3846373,4,,Active,Factory,Brother,No,80133.0,Deepak Kumar,38,M,Current,707,Corporate,Hyderabad
NBFC,C1442,L1332,Home Loan,Renovation,755277,7.6,24,2019-12-19,2021-12-08,Ongoing,No,755277,3,,Active,House,Brother,No,31470.0,Pooja Patel,45,M,Savings,654,Corporate,Chennai
NBFC,C1643,L113,Personal Loan,Debt Consolidation,2117620,14.2,120,2023-05-27,2033-04-04,Ongoing,No,2117620,5,,Active,None,None,No,17647.0,Rajesh Patel,38,M,Savings,706,SME,Lucknow
NBFC,C132,L816,Business Loan,Working Capital,2870909,8.4,96,2020-07-30,2028-06-18,Ongoing,No,2870909,4,,Active,Factory,Brother,Yes,29905.0,Shalini Nair,48,F,Savings,632,Retail,Bangalore
NBFC,C861,L173,Home Loan,Renovation,2179793,11.3,60,2020-09-27,2025-09-01,Ongoing,No,2179793,6,,Active,House,Brother,Yes,36330.0,Shreya Bansal,45,M,Current,715,SME,Lucknow
NBFC,C892,L606,Personal Loan,Wedding Expenses,2453214,14.9,120,2022-12-05,2032-10-13,Ongoing,No,2453214,6,,Active,None,Mother,No,20443.0,Pooja Singh,47,F,Current,724,Corporate,Chennai
NBFC,C1288,L1127,Car Loan,Vehicle Purchase,1367785,12.0,120,2021-11-27,2031-10-06,Closed,No,0,0,,Closed,Car,Wife,No,11398.0,Rohit Gupta,59,M,Current,615,Corporate,Jaipur
NBFC,C1066,L1711,Education Loan,Higher Education,3105122,13.8,24,2025-11-26,2027-11-16,Defaulted,Yes,3105122,1,2025-07-05,Recovery,None,Mother,No,129380.0,Shalini Rathi,43,F,Savings,608,Retail,Ahmedabad
NBFC,C262,L1455,Education Loan,Overseas Study,3429880,13.9,60,2019-06-28,2024-06-01,Closed,No,0,0,,Closed,None,Mother,No,57165.0,Rohit Singh,25,F,Savings,637,SME,Ahmedabad
NBFC,C306,L205,Education Loan,Higher Education,4009781,10.8,180,2019-09-03,2034-06-16,Ongoing,No,4009781,5,,Active,None,None,No,22277.0,Sunita Rao,22,F,Current,773,SME,Mumbai
NBFC,C142,L1674,Business Loan,Working Capital,1870337,7.4,24,2024-09-21,2026-09-11,Ongoing,No,1870337,6,,Active,Factory,None,Yes,77931.0,Sunita Rao,22,F,Savings,664,Retail,Lucknow
NBFC,C1540,L754,Car Loan,Vehicle Purchase,3680174,8.3,60,2024-11-09,2029-10-14,Ongoing,No,3680174,0,,Active,Car,Husband,Yes,61336.0,Anjali Kumar,29,M,Savings,660,SME,Lucknow
P2P Lending,C1287,L1085,Home Loan,Residential Property,1375942,11.3,48,2022-10-01,2026-09-10,Ongoing,No,1375942,5,,Active,House,Husband,Yes,28665.0,Arjun Singh,29,F,Current,724,SME,Ahmedabad
P2P Lending,C1493,L966,Personal Loan,Wedding Expenses,2773890,7.3,36,2020-07-04,2023-06-19,Ongoing,No,2773890,0,,Active,None,Mother,No,77052.0,Meera Verma,56,F,Savings,621,Retail,Pune
P2P Lending,C394,L1683,Business Loan,Business Expansion,2524984,10.7,36,2025-04-03,2028-03-18,Ongoing,No,2524984,1,,Active,Factory,Brother,Yes,70138.0,Rajesh Mehta,50,F,Current,626,SME,Bangalore
P2P Lending,C1618,L262,Home Loan,Renovation,1790655,14.4,240,2022-08-19,2042-05-06,Closed,No,0,0,,Closed,House,Wife,Yes,7461.0,Shreya Bansal,30,M,Savings,687,Retail,Ahmedabad
P2P Lending,C1738,L887,Car Loan,Vehicle Purchase,4300000,9.2,36,2019-04-22,2022-04-06,Defaulted,Yes,4300000,1,2026-08-17,Recovery,Car,None,No,119444.0,Meera Desai,50,M,Savings,759,Retail,Bangalore
